,comment,author,author_url,published_at
1994,believe lot hikmah massacre even though allah send prophet among fact strong faith patience palestinian taught islam moment thousands non muslim convert islam alhamdulillah,@inspirasi512,http://www.youtube.com/channel/UCmevQ6L6O8iApXBUAQ52mzg,2023-12-02T02:14:23Z
1995,victory coming muslims allah protect,@umarkhan2540,http://www.youtube.com/channel/UCsr_mbZO5u9GgIezrw4Zphg,2023-12-02T02:13:33Z
1996,wow thank heart youbrokenhearthundredpoints,@RH-kf9un,http://www.youtube.com/channel/UCmPfRSi37cxQHdXu4uFH0aA,2023-12-02T02:12:41Z
1999,bisan may allah protect youredheart sas thiscryingface free palestine,@laralara7978,http://www.youtube.com/channel/UC--AmMCVZoaMRNiWQN8hc8Q,2023-12-02T02:08:21Z
2001,facewithtearsofjoyanxiousfacewithsweatnauseatedfacefacevomitingbrokenheart hundredpointsthank president joe genocidal biden making happen pray watch reconsider genocidal actions,@RH-kf9un,http://www.youtube.com/channel/UCmPfRSi37cxQHdXu4uFH0aA,2023-12-02T02:07:39Z
2002,hamas braindead fool,@ecoast7,http://www.youtube.com/channel/UCrJTVn7anUrn9MKJ4qHRVZQ,2023-12-02T02:06:29Z
2004,palestinian arabs peace centuries bulgarian whose country also ottoman rule time palestine one occupation see see history end ottoman rule british rule israeli rule let people live give peace world,@Malfoy1594,http://www.youtube.com/channel/UCmleh2zpKVzptfnNvW8SMWw,2023-12-02T02:05:49Z
2005,thank showcasing strength palestinian people bisan fulfilling purpose unfortunate times may god bless foldedhandspalestinianterritoriesfoldedhands,@Jakawere1,http://www.youtube.com/channel/UCxZuYkqw7CQZstwJvH3niWA,2023-12-02T02:03:41Z
2006,sure hamas government help reconstruct damaged homes using foreign aid pours gaza,@rishisharma6936,http://www.youtube.com/channel/UC8GAwNeFlVaLHOZD90jozig,2023-12-02T02:02:28Z
2007,accomplice jewish supremacist war criminal state israel become repugnant nobody world stand anymore,@mauretteeric2806,http://www.youtube.com/channel/UCslft__e04LYF9A81lytmDw,2023-12-02T02:01:03Z
2008,courage made palestineredheart like anthony bourdain said free palestine,@rosilenesousa361,http://www.youtube.com/channel/UCGBe7DFeDNSB4tiv-hZClgw,2023-12-02T02:00:41Z
2009,palestinians started war reaping whirlwind sympathy wretches,@extraterrestrialfascisti7625,http://www.youtube.com/channel/UCrC4jmASL3gB3oVssLGtw-A,2023-12-02T02:00:33Z
2011,bravery god pray america know wrong support palestinianterritoriespalestinianterritoriespalestinianterritoriespalestinianterritoriespalestinianterritories,@DaGreat81,http://www.youtube.com/channel/UC4UIdFzBbTWC_TGzGyyek0w,2023-12-02T01:58:48Z
2012,zionists terrorists destroyingthe palestinians rebuildingredheartpalestinianterritories difference two facewithopenmouth,@allahlovesyou7241,http://www.youtube.com/channel/UCPb0YKqwuQieD73vy0jjPTw,2023-12-02T01:57:21Z
2013,shame jordan egypt accept refugees,@Rexident97,http://www.youtube.com/channel/UCuwbt908FR33d_WXE06098w,2023-12-02T01:57:03Z
2014,need move stop hatred children deserve better,@user-uh6wd1wx6h,http://www.youtube.com/channel/UCLDwi5SOishoEvAmOpUkwnQ,2023-12-02T01:56:12Z
2015,praying sides war need learn live like jesus,@user-uh6wd1wx6h,http://www.youtube.com/channel/UCLDwi5SOishoEvAmOpUkwnQ,2023-12-02T01:55:09Z
2016,courage gazans amazing want visit gaza one day meet stoic people palestinianterritories,@JustinMacIntosh,http://www.youtube.com/channel/UCOAxgmuXttw8T2xHabIX-UQ,2023-12-02T01:55:05Z
2017,heart sparklingheart many trying open eyes ears blind deaf suffering cryingface sorry,@thegoodthebadthecurious3358,http://www.youtube.com/channel/UC6jtpUcpANkIpGozjIJEOYw,2023-12-02T01:54:46Z
2018,may allah protect every palestinian child man woman may allah protect every inch every living resides may allah remove afflictions muslims grant peace,@aimanabdullah5712,http://www.youtube.com/channel/UCAsq6lflKho0bGy-ySaoZVw,2023-12-02T01:54:41Z
2019,victoryhandgrowingheartwesternsahara,@jessicaconeja5290,http://www.youtube.com/channel/UCz79O49qVfd5WHvrMPRK-sA,2023-12-02T01:52:52Z
2021,free palestine screw israel land genociders,@MILETANTAS,http://www.youtube.com/channel/UC_lnFu3vuTbmqPNj3Aubjkg,2023-12-02T01:52:36Z
2022,made cobelligerent unconditionally supplying abundant weapons military intelligence political cover including vetoes united nations resolutions biden another apprehension near total control congress israels government wrong lobby indentured rubberstamping senators representatives problem supporting israels violent repression land dispossession left original palestine five million encircled palestinians would politicians deploy eagerness helping poor american children families country callous legislators know little history little prime minister netanyahus long support funding hamas break twostate solution palestinian authority moreover predecessors blocked congressional public hearings featuring prominent israeli palestinian peace advocates congress importing censorship wish wage peace full list letters joe biden see naderorg ralph nader,@jackdepalma,http://www.youtube.com/channel/UCBbj6uxSwgTFtnanNKy4hwA,2023-12-02T01:52:25Z
2023,sweet sister bisan love sake allah ethiopian muslim lives australia heart bleed palestinian people inshaallah victory nearredheartredheartredheartredheartredheartredheart,@reyuyenu340,http://www.youtube.com/channel/UC1pLhw2D96k1XvAjq9UlxpA,2023-12-02T01:52:15Z
2024,strongest people ever seen beautiful cats brokenheartloudlycryingface,@Lachicameow,http://www.youtube.com/channel/UCWkTwyq-mgSijMQtLzgwqkQ,2023-12-02T01:49:07Z
2026,sweet bisan brave keep safe dnt worry isreal want kill palestinians occupy gaza soon loose del aviv also drive back britain sha allah,@sirajamn8424,http://www.youtube.com/channel/UCJKz_PAh5D3EAUM21ccDSHA,2023-12-02T01:47:20Z
2027,bismillaah rahmaan raheem assalaamu alaikum rahmatullaahi barakaatuhu cherryblossompalmsuptogethercherryblossompalmsuptogetherherbshamrockherbcherryblossomglowingstarpalmsuptogetherkaabakaabarainbowrainbowmosquehouses sadqahcharity lets behalf whatever minimal amount also every fajr morning soon sun sets toobecause surah baqarah allaah says give charity morning night grieve worryallaah makes sure also charity allaah stands way inbetween persons calamatyallaahs beloved prophet muhammad sall allaahu alaihi sallam said thats truth doooo behalf oppressed people gaza hidden prisons etcas chairty behalf absent eople also right asrmaghrib friday jumuah duas accepted lets intensely sincerely pray allaah time inn shaa allaah evvery time adhaan recited masjid repeat words give dua daroods prophet muhammad sall saall allaahu alaihi sallam thenn whatever ask granted happens five times day evvery day miss see golden opprtunityeven asking allaah blessed periods never rejects allaahumma inni audhu wajhika alkarimi kalimaatik attaati min sharri anta akhidhun nasiyatihi allaahumma anta takshif almaghram walmatham allaahumma yuhzamu junduka yukhlafu waduka yanfau dhaljaddi minka aljaddsubhanaka bihamdika allaahi seek refuge noble countenance perfect words evil things seize forelock iefull control allaah remove debt sino allahyour troops defeatedyour proomise brokennor richness rich man avail anything youglory praise abu dawud classed saheeh annawaawi rahimahullaah aladhkar ibn hajar nataij afkar israel devil human form say foil devils plotsthumbsupcheckmarkbuttongrowingheartbouquet aoothu bikalimaatillaahittaammaatillatee laa yujaawizuhunna barrun laa faajirun min sharri maa khalaqa baraa tharaa min sharri maa yanzilu minassamaai min sharri maa yaruju feehaa min sharri maa tharaa filardhi min sharri yakhruju minhaa min sharri fitanillayli wannahaari min sharri kulli taariqin illaa taariqan yatruqu bikhayrin yaa rahmaan seek refuge perfect words allah neither upright corrupt may overcome evil created made scattered evil descends heavens rises evil scattered earth emerges evil trials night day evil every night visitor except night visitor comes good merciful one reference ahmad authentic chain narration ibn assunni alarnaut graded chain authentic checking alaqidah attahawiyyah see also majmauzzawaid lets astaghfaaar behakf madhlooms gazabecause even sinner noble priphets used assghfaar times day allaahs beloved prophet muhammad sall allaahu alaihi sallam said astaghfaaar parents whose son shakles enemy viola sons chains muraculosly opened came riding camel found hundreds camels followed himwhen asked prophet sall allaahu alaihi sallam smile said rizq keep,@taqwakhushbu2241,http://www.youtube.com/channel/UC6j_5HyW9w9UcMY8qZlNfDg,2023-12-02T01:46:30Z
2028,croatian support palestine stay strong wonderful people gaza heart,@paulaaras1207,http://www.youtube.com/channel/UCgGr5YiTy6gjIYW_BcQ35dg,2023-12-02T01:46:00Z
2030,jews attempting another land grab theyre going claim areas destroyed war rebuild end rebuilding settlements filled newest technology manage every inhabitant think theyre prison jews planning something much diabolical think every group created based negative history jews somehow managed create hitler obviously saw charade seen jew propaganda palestinians theyll wiped wont exist new map includes gaza theyre working replacing everyone may able respond post youtube censored fear fear ive talking subject years saw charadeact,@PatrickCole-md9bu,http://www.youtube.com/channel/UCNekN-hoLjoD7b68SmNnKXw,2023-12-02T01:43:49Z
2032,hamas made homeless cryingface,@Jokerz1982,http://www.youtube.com/channel/UCPA-0A_MlkT_Gc1cbLUrpog,2023-12-02T01:43:10Z
2033,nazi biden nethayazoo allies history genocide hope get punished acts nazis,@ZZ90755,http://www.youtube.com/channel/UCFgGwX9E81jijO6J1xBJmYQ,2023-12-02T01:43:02Z
2035,salaam farze kafay believers islam palestine palestinianterritories redheartpakistanhundredpointsvictoryhandeareyes,@rabiasaeed2206,http://www.youtube.com/channel/UCqEuTtXNQ7UltQ6MWugGFNg,2023-12-02T01:42:04Z
2036,installed hamas started war ended ceasefire uses civilians human shields,@goochi5544,http://www.youtube.com/channel/UCDS_XPDTuF_6sfqBNGlnsqA,2023-12-02T01:40:27Z
2039,love beautiful stoic people much god bless true example whole world strength endurance love humility best humanity,@Stephanie-zd5im,http://www.youtube.com/channel/UC4XBmoUFnN2Cy9x7xzIyvrg,2023-12-02T01:36:28Z
2041,may allah always protect bisan redheartcryingface,@natashaavaleryn5198,http://www.youtube.com/channel/UCHtHntSS3rKDsAJFqgUT83Q,2023-12-02T01:35:45Z
2042,gods chosen people dont act like,@dtyallen9864,http://www.youtube.com/channel/UCKGnXLbWqtcmMUa9OGRXQvg,2023-12-02T01:35:25Z
2043,holy land anymore even since,@El_Traficante,http://www.youtube.com/channel/UCbWGiEbyMjAuvURvxiLkwgA,2023-12-02T01:34:42Z
2044,must intimidating israeli trolls infest blogs see strong resilient palestinians surviving spite thrown army hell,@ilyakuryakin4639,http://www.youtube.com/channel/UC_3_ZWopk7I_gTp86KjL8xw,2023-12-02T01:34:06Z
2045,whole world watching war crimes israeli zionist government strength spirit palestinian people unbelievable free palestine palestinianterritories dont forget many people support freedom right live peace government doesnt represent people america unitedstates palestinians,@nicolassaarni88,http://www.youtube.com/channel/UCM551yOeY570i5BdKUWU_Zw,2023-12-02T01:33:07Z
2047,subhaanallaah may allaah mercy end calamity palestine free oppression tyranny live peacefully safely aameen,@naseemmemonmemon7183,http://www.youtube.com/channel/UCGMKcFgfYIT0fvKHhnMNPug,2023-12-02T01:32:06Z
2048,salaam alaykoum sister may allah swt keep light people gazaredheartredheartredheartredheartredheart,@christineamina8789,http://www.youtube.com/channel/UChlji28CjvWM-UjtpeMu3RQ,2023-12-02T01:31:49Z
2049,careful poor people see poverty snd hunger faces,@cherryblossom6599,http://www.youtube.com/channel/UC5lX3zodPeX8rCjEqjN_new,2023-12-02T01:30:16Z
2050,horrifying palestinians deserve hamas could brought justice way justice israelis civilians gaza still idf bomb,@ruthokelley5833,http://www.youtube.com/channel/UCmMPNQ_JJaDt9_Qw4qvmvCw,2023-12-02T01:30:07Z
2051,filled hopeless outrage anger may god bless palestinians look upon mercy favour amen praying palestinians nagaland india,@kahutochishisumi9056,http://www.youtube.com/channel/UChZJOoHDzthU137cTT-2qYQ,2023-12-02T01:30:01Z
2052,cryingfacecryingfacecryingface human deserve,@user-wx6rv5qt2t,http://www.youtube.com/channel/UCxzAVgUSNfjqlvYoNVwBfEg,2023-12-02T01:29:52Z
2053,majority western zionistdirected media understand danger feeling easy wash brains followers accept everything presented proven misleading biased biased judgment palestinians say false united nations says reason able simply stop wheel history one day year october soldiers settlers killed even though majority israeli settlers killed israeli tanks apache helicopters palestine suffered occupation genocide displacement killing children process mowing israeli grass annually years killed october civilians children gaza unitedarabemiratesvictoryhandheartsuit freedom palestinians,@user-oi5vc3kr3w,http://www.youtube.com/channel/UCzYSmJbX3zjZ7pug_yOlr1Q,2023-12-02T01:29:38Z
2055,continually encounter phrases like praying gaza frankly seems useless brutally honest words dont enact tangible change merely give commenter sense contributing betterment distressed palestinians offering superficial satisfaction without truly lifting finger,@jhl8203,http://www.youtube.com/channel/UCph4ZFhScV6QFNMmzQYZY_Q,2023-12-02T01:27:43Z
2056,alhamdulillah bisan gem lots love dua support malaysia indonesia palestine land shuhada smilingfacewithhearts,@fairuzhafizahatan7750,http://www.youtube.com/channel/UC0O0Lwhd27IDpLC4Un46O9w,2023-12-02T01:26:46Z
2058,crying river saidwe still alive smiling face god please help palestine peopleloudlycryingface,@aikaschannel8857,http://www.youtube.com/channel/UC0LMP-ah3UGxQYIoHfS_AxA,2023-12-02T01:25:42Z
2059,barbaricthere words dictionary describe evil,@bibikhan7202,http://www.youtube.com/channel/UCBtrGRZgYP3uyvAkX6eNnXQ,2023-12-02T01:23:56Z
2060,good luck palestinian people living city rubble glass facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,@dextermoore278,http://www.youtube.com/channel/UCC8VqR9MsR-QG11wdrJTCJA,2023-12-02T01:23:25Z
2061,palestine name glory name freedom movement name brave name patriotic vision name fighting survive existence century struggle name mention experiencing isreali bruitality theyre defending survive name almighty allah peoples know live struggle rebuild home survive hostage environment youve seen herein support palestine free palestine free palestine free palestine,@milar1786,http://www.youtube.com/channel/UCpDMjukEzEqjGH3XhWzc0vQ,2023-12-02T01:22:52Z
2062,gee wonder gaza got bombed think hammas terrorists attacked israel took hostages back gaza murdered palestinians want pretend dont know bombed wow facewithopenmouth wow facewithopenmouth,@dextermoore278,http://www.youtube.com/channel/UCC8VqR9MsR-QG11wdrJTCJA,2023-12-02T01:22:26Z
2064,kick hamas nothing else,@danrajgooheeram1189,http://www.youtube.com/channel/UCyoZoOC4wgofQIFl-rh4cUw,2023-12-02T01:20:05Z
2066,redheartredheartredheartredheartredheartredheartredheartpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherpalmsuptogetherjordanjordanjordanjordanjordan,@myfuture9026,http://www.youtube.com/channel/UCQGDZTaAwiKCIAz2rAvYOjg,2023-12-02T01:17:17Z
2067,think give israel given palestinians,@thatguy6645,http://www.youtube.com/channel/UCavZvXCuDu4zaJrJmkhcgXg,2023-12-02T01:17:09Z
2068,nobody cares dont care enemy within simple,@DopeSh,http://www.youtube.com/channel/UCReBGxQ0G7DnGkYhqoHSjLA,2023-12-02T01:16:09Z
2069,may allah swt bless immense bounties world hereafter ameen heartsuit,@asmahashim6195,http://www.youtube.com/channel/UCF9texVjYGe-3oSwB1E3mLw,2023-12-02T01:15:04Z
2070,hearts palestine redheart,@sultanr6912,http://www.youtube.com/channel/UCIh5nDyMCgUOs4QTX-XqgQA,2023-12-02T01:14:22Z
2071,imagine spending days shelter come days later discover house turned pile rubble,@cattibingo,http://www.youtube.com/channel/UCs8jcl6i8YO3vKVt_LU3hdA,2023-12-02T01:14:15Z
2073,make huge parking lot level every thing,@jmiller7895,http://www.youtube.com/channel/UCIgyp7TtmKp5V_TdM5FqfeA,2023-12-02T01:13:47Z
2074,israelisraelisraelisraelbackhandindexpointingleftlightskintonethumbsdownthumbsdownthumbsdownthumbsdownisraelisraelbackhandindexpointingleftlightskintonethumbsdownthumbsdownthumbsdownthumbsdownisraelisraelisraelenragedfaceenragedfaceenragedfaceenragedface,@bharthimulniwasi4689,http://www.youtube.com/channel/UCQQ5Mnw3SpYCqypJW_OXGRg,2023-12-02T01:13:29Z
2075,may allah protect grant victory justice watermelonwatermelonwatermelon,@lh2988,http://www.youtube.com/channel/UCZycvCqQJvY0HirZ0OrA1fA,2023-12-02T01:13:13Z
2076,people gaza please know alone boycott protest march withhold buying power stops leaving side none free palestine free happen soon looking forward meeting beautiful people liberated palestine help restore return former glory stay strong world redheart,@CaptainJackSparrrow1,http://www.youtube.com/channel/UCu8uw_dUWyIHel0pJrhrT2Q,2023-12-02T01:13:07Z
2077,bet shit heads wont give shit statistics human trafficking war propaganda,@bigusdickus3068,http://www.youtube.com/channel/UC2Fq_q-mJe8ZO9f47IIXMLg,2023-12-02T01:13:02Z
2078,sweet bisan thank news heartbreaking may god bless,@amber40494,http://www.youtube.com/channel/UCfvgplee9DlFCp9em3bFKXA,2023-12-02T01:12:59Z
2079,never forget westerners say intellectual thinker look vile sewer rat victor hugo says portray murder problem one man killed paris murder fifty thousand people slaughtered east matter victor hugo essence western civilization hidden disgusting understanding,@ESKiTUFEK1,http://www.youtube.com/channel/UCkrfHDgVOqVcRPFBR7Zj33A,2023-12-02T01:12:31Z
2080,sympathy pity put hamsandwich charge deserve get,@59wargear,http://www.youtube.com/channel/UC0yA5wxTQdD38gfBy_iAkOA,2023-12-02T01:10:29Z
2081,well good thing hamas gone new home wont built next military target,@334honda,http://www.youtube.com/channel/UCAyyPK-ibsTsb6iJDZzI3pQ,2023-12-02T01:10:12Z
2082,guess millions dollars palestine gets aid around world didnt think build bomb shelters,@sallysmith7287,http://www.youtube.com/channel/UC1YYLFNWYbkydCOIKdxS7Eg,2023-12-02T01:10:08Z
2083,truce world forgot heavy media coverage media cycle moved hearts minds like said would happen beginning guaranteed thats israel agreed truce world isnt watching annex northern gaza without real outrage,@tjmarx,http://www.youtube.com/channel/UCHZ31JdkCuX2jZXdn3evkzA,2023-12-02T01:10:07Z
2084,give account lord thy god holy lord jesus crime god man stand palestinian people stand justice freedom palestinian people,@M7777Gold,http://www.youtube.com/channel/UC3PpPpxNmhcQjBb0-VnW8hw,2023-12-02T01:08:33Z
2085,redheartredheartredheartredheart love bidan palestinuans,@popynovita5724,http://www.youtube.com/channel/UC-GmsIsJXpi_S8jPlg6GhsA,2023-12-02T01:07:07Z
2086,well guess blame hamas mess,@janine-Saved-By-Grace-Alone,http://www.youtube.com/channel/UCLv9G0nvBRku7hDGrjyQBcA,2023-12-02T01:05:44Z
2088,sad shame western leaders,@nanabeenyi4016,http://www.youtube.com/channel/UCCf4RxUI8pz2me0XZjhTcIw,2023-12-02T01:04:33Z
2089,free palestine palestinianterritories stand israhell apartheid,@tubatigrek711,http://www.youtube.com/channel/UCC_6-9RjbA1SKSl0FPxTCZg,2023-12-02T01:04:25Z
2090,allah swt always protect palestine people gaza aqsa allahuakbarcryingfacemalaysiapalestinianterritories,@saifulahmad5823,http://www.youtube.com/channel/UCkIKq1mt_ZlP9qcL1_riUSQ,2023-12-02T01:03:56Z
2091,seen reporting max blumenthal read book generals son milo peled forgotten history arab jews avi shlaim educate dont stand oppressor oppressed,@FM-kl3iu,http://www.youtube.com/channel/UCknPYVSbS3LwTiMhIdw-K_Q,2023-12-02T01:03:13Z
2092,smilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyes,@user-ij7wu1im1q,http://www.youtube.com/channel/UCtyb_buIye_MI0Cwjuz_skw,2023-12-02T01:02:43Z
2093,helpless duniya may allah place palestinian people highest level jannah,@yousefyousef2635,http://www.youtube.com/channel/UC1-23o8JQNouPsjCNcA7IPw,2023-12-02T01:02:38Z
2097,lie shocked support destruction israel dont realize colonialist judah misery happening attacked israel used iran moment russia dead love children shure,@josedecarvalho5502,http://www.youtube.com/channel/UCYXbm8IcbqIO5bSw9oow_pg,2023-12-02T00:55:54Z
2099,cryingfacecryingfacecryingface,@joswffawzea9551,http://www.youtube.com/channel/UCwde_psmY1qHPWNR6gqCuEA,2023-12-02T00:54:05Z
2100,resilience patience perseverance gazans beyond belief may allah ease hardship long live gaza long live palestine,@ayeshaahmar6351,http://www.youtube.com/channel/UC4gSE2lbMgAEk3UD8hBoSuQ,2023-12-02T00:51:10Z
2102,war crime pay damages usa,@krishnakanth77,http://www.youtube.com/channel/UC1y1c0UctZhhvNrYwaXJdaA,2023-12-02T00:49:05Z
2103,free palestine hamas devil prayers inocente people,@catalinamonforte6006,http://www.youtube.com/channel/UCROL8lzEC02nRlfDTckeVDw,2023-12-02T00:48:57Z
2104,thumbsupisraelcheckmarkbuttonclappinghandsclappinghandsclappinghands,@GOATMessi-je3do,http://www.youtube.com/channel/UCGtov28kTI1z6-zXvJW5T5w,2023-12-02T00:48:52Z
2105,getting air mail time going lot worse,@user-ut6lr5qo2z,http://www.youtube.com/channel/UCl4PFOH_S0lJ863Ov4_C_7g,2023-12-02T00:48:10Z
2106,one day hope visit palestine ill stay long welcomed,@tylerc5021,http://www.youtube.com/channel/UCTg_egDozuXfmWODNLSOBiw,2023-12-02T00:47:58Z
2107,tent city soon,@curtisjohnson3130,http://www.youtube.com/channel/UCcjJX8tkjLM3tialflzQg8A,2023-12-02T00:47:36Z
2108,stop attacking israel wont attack israel wants peace israel always wanted peace god bless israel,@elninorata3891,http://www.youtube.com/channel/UCdHvo6DzBaCFC7Vi3J21Ghw,2023-12-02T00:47:26Z
2109,messiah comes barbaric zionists supported displayed crosses see biblical times,@kman5768,http://www.youtube.com/channel/UCcQrT62lX5lS5ygTKAv4MMg,2023-12-02T00:47:25Z
2110,blame government hamas,@user-ut6lr5qo2z,http://www.youtube.com/channel/UCl4PFOH_S0lJ863Ov4_C_7g,2023-12-02T00:47:05Z
2111,prayer palestinianscryingfacecryingfacecryingface,@msaf9428,http://www.youtube.com/channel/UCd6hmDUuNe4111hzJofhtTw,2023-12-02T00:46:59Z
2112,sorry losses pensivefacecryingface,@bubblie_sweetiemahtab2066,http://www.youtube.com/channel/UCbGqPE-ZuvcwbddZPocbeIA,2023-12-02T00:46:52Z
2113,bisan god bless think hamas israel october think people working hamas keep hostages hiding homes,@catalinamonforte6006,http://www.youtube.com/channel/UCROL8lzEC02nRlfDTckeVDw,2023-12-02T00:46:50Z
2115,god bless bisan sincerely pray palestinians safe horrific times nation free one day inshaallah,@istiyaq37,http://www.youtube.com/channel/UChijLJGTmhlh1V54ebTQvbA,2023-12-02T00:45:31Z
2116,nothing beats middle eastern tea love especially lebanese turkish tea wish tea guys give big hug absolutely tears heart apart,@PCatcher7,http://www.youtube.com/channel/UCx--eSnJ9ZJrIrGqcmRieFg,2023-12-02T00:45:09Z
2117,palestinians love live way truly love supporting terrorists comfortable way life,@ernestg6948,http://www.youtube.com/channel/UCaQWay08frUJriuP1bHlRPw,2023-12-02T00:44:46Z
2118,tested around find theory thought oct good idea finding going around going find,@SwampieMusic,http://www.youtube.com/channel/UCB5JajQavWRjRVWQOilAiuQ,2023-12-02T00:44:46Z
2119,pray palestine let peace return free hamas,@user-yo7wu9wl9t,http://www.youtube.com/channel/UChRrA1r1hpLiyfG5nRWkpIA,2023-12-02T00:44:16Z
2121,good presentation,@MrHir2012,http://www.youtube.com/channel/UCl-eJvRHhmSAjSY4uVSeCkg,2023-12-02T00:43:03Z
2122,cryingface,@mohammedsaad6818,http://www.youtube.com/channel/UCvZOWkFT1fj7W_koJi9u4Yw,2023-12-02T00:42:25Z
2123,bisan say killed since fail mention happened,@user-mf6zl3cp3u,http://www.youtube.com/channel/UCBu13Etd3f61nzlyL3u_IGA,2023-12-02T00:42:23Z
2125,bisan stay strong pray everyone palestine god see foldedhands,@oasis3578,http://www.youtube.com/channel/UCFy9re-IVukvW89lIz3DquQ,2023-12-02T00:39:49Z
2126,valiant people earth redheartredheartredheart,@Ariani999,http://www.youtube.com/channel/UCZzba9hlVYOgOL7oBbw2KZA,2023-12-02T00:39:46Z
2127,god bless strongest people earth,@rachidsabil3873,http://www.youtube.com/channel/UCQAQvFVvryOiwdNPa9LdttQ,2023-12-02T00:39:19Z
2128,bisan anne frank palestine people power could hear understand lets hope world doesnt fail bisan failed anne frank learned anything,@marsidanajdeni,http://www.youtube.com/channel/UCZ0ZhuDFC19tWfkfX2fXpgA,2023-12-02T00:39:00Z
2129,maybe shouldnt voted people would start war cant act like victims majority support hamas actions caused palestinians dont want need stand hamas remove power fact blame isreal hamas tells support feel pitty people support terrorists allow lead deal shit like really want peace cant hamas need put blame owed,@Fadeinwow,http://www.youtube.com/channel/UCnR76Q4l3SNY-6cYvOoH4_A,2023-12-02T00:38:14Z
2130,started wasnt slaughtered homes israelis many palestinians voted hamas knowing full well act suprised people denial propensity toward violence barbarism solve every dispute history riddled extreme cruelty barbarism never change advance,@bathsheba9581,http://www.youtube.com/channel/UCwsWMT_Z1PdGPV88MsHefxg,2023-12-02T00:37:52Z
2131,well yall expect yall broke boarders killed civilians israel right defend,@TheConspiracyPortal,http://www.youtube.com/channel/UCh9bSETUcu-u2Doyh2GCiqA,2023-12-02T00:37:18Z
2132,cryingfacecryingfacecryingfacecryingfacecryingface,@editname8084,http://www.youtube.com/channel/UCZtcOv2eK8raxt5HJKjM81w,2023-12-02T00:37:03Z
2133,lov bisanpraying peace freedom palestine,@emanozair9209,http://www.youtube.com/channel/UCgXYjJTJfuTQK3tS6xV6CSA,2023-12-02T00:36:42Z
2134,zionist respect american politicians allow terrorize beautiful palestinians redheartpalestinianterritoriesredheartpalestinianterritoriesredheartpalestinianterritoriesfoldedhandssmilingfacewithtearpensiveface,@Capitalstationauto,http://www.youtube.com/channel/UC7Sj0I7qN8B4ZZLCjEY5eNw,2023-12-02T00:35:24Z
2135,much respect bisan motaz independent journalism showing truth world,@saiyaara555,http://www.youtube.com/channel/UCJC4mcJ0Y5mOOg1fuTz-xoQ,2023-12-02T00:35:19Z
2137,world witnessing holocaust muslims others last decades western political powerhouse ideology okay war mongers zionists normalizing destruction lives properties anywhere islamic world absolutely insane facing new phase crusades last decades savegaza,@salmansiddiqui8403,http://www.youtube.com/channel/UCzemYs90cfORk1PckhnJdOw,2023-12-02T00:34:34Z
2138,despite multiple warnings egypt issued israel hamas attack right nose security barrier ground raise questions come everyone idf seemed absent heavily guarded checkpost day hamas attack even little kid pass multiple screening stages concrete barriers formalities checkpost come surveillance intelligence sharing surveillance almost failed worlds state art advanced iron dome could stop poorly designed rockets local insurgents lethal petrol bombs training planning attack half kilometer away israelis checkpost could ignored full control everything attack happened right nose idf mossad despite multiple intelligence reports warnings egypt west calling war war well planned orchestrated genocide palestenians israelis patronage west fabricating stories beheading kids israel garner public support,@salmansiddiqui8403,http://www.youtube.com/channel/UCzemYs90cfORk1PckhnJdOw,2023-12-02T00:31:42Z
2139,les sali mal amistad con los nazis ahora vuelta tortillabueno siento lastima por los plastilinos lloronesfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,@BayuFil,http://www.youtube.com/channel/UCK2Ogw7sEYh32Dj5aPs3ezw,2023-12-02T00:30:39Z
2140,may allaha swt protect gaze members yaa rabi cryingfacecryingfacecryingfacecryingface,@nasroabukar7487,http://www.youtube.com/channel/UCIMuU6aQPOvnNCQIratd1kg,2023-12-02T00:30:29Z
2141,zionist ideology planned spread lies creating justification using mightiest military weapons produced industrial complexes controlling world economies winning oil contracts choices invaded iraq lies wmd presence iraq putting allegation cavemen attack afghanistan seeking opportunity snatching mineral resources putting pressure pakistan controlling china committing genocide supporting israel new trade route colony jewish settlers israel created hamas search,@salmansiddiqui8403,http://www.youtube.com/channel/UCzemYs90cfORk1PckhnJdOw,2023-12-02T00:30:22Z
2142,system ends must willing walk away everything except priorities give thanks always,@terriberrens2144,http://www.youtube.com/channel/UCn1gJ9tey4ot48bT9rEs28A,2023-12-02T00:29:48Z
2144,israel spread lies beheading babies israel documented proof zionist rothschil always spread lies whether wmd iraq world tired lies,@salmansiddiqui8403,http://www.youtube.com/channel/UCzemYs90cfORk1PckhnJdOw,2023-12-02T00:29:20Z
2146,thing palestine,@73tubee,http://www.youtube.com/channel/UCCPM6ZkxucMJPoFN2yEQmxg,2023-12-02T00:29:10Z
